LOGRADOURO_NOME,LATITUDE,LONGITUDE
DOUTOR DARIO LOPES DOS SANTOS,-25.4404613,-49.2600599
TELÊMACO BORBA,-25.5380573,-49.2958139
professor osmar jasper,,
DA INTEGRAÇÃO,-25.4068208,-49.2076702
RIO GUAPORÉ,-25.4015586,-49.206263
antonio molina bela,,
ALBINO KAMINSKI,-25.4103764,-49.2046931
LEON TOLSTOI,-25.4761967,-49.2684666
rua guacui,-25.5554167,-49.245805
padre landell de moura,-25.5133049,-49.3267184
HAMURABI,-25.369941,-49.2085148
MIGUEL CALUF,-25.4468931,-49.2243353
PROFESSOR ARY NOGUEIRA DOS SANTOS,-25.5113522,-49.2409965
REINALDO BARCELOS,,
RUA  LUIZ BOHNESTENGEL,,
IRENE MARQUESINI,,
RUA ANGELO LEGATE,,
REI SALOMÃO,-25.3752861,-49.2406754
NILO PEÇANHA,-25.3942374,-49.2728503
ABACATES,-25.4788091,-49.2144207
FERNANDO SIMAS,-25.4287522,-49.2901491
CEMUM 24 HS,,
MAJOR SALVADOR JOÃO FERNANDES,-25.5593689,-49.3285715
 DOUTOR JORGE MEYER FILHOI,,
 FIORAVANTE SLAVIERO,,
 DESEMBARGADOR CID CAMPELO,-25.5119715,-49.3324731
SÃO JOÃO EUDES,-25.459343,-49.207843
 XV DE NOVEMBRO,-25.4314492,-49.2722348
VELHA DO BARIGUI,-25.4785442,-49.3397365
PEDRO IVO,-25.4319691,-49.2651872
 24 DE MAIO,-25.4257292,-49.2774311
ANTONIO GERONASSO,-25.3968496,-49.2479136
 SAO VALERIO,-25.4981854,-49.3446375
 CORONEL ZACARIAS,-25.4483389,-49.2556218
JUSCELINO KUBITSCHEK DE OLIVEIRA LD,,
CASCAVEL,-25.5135877,-49.2466101
SAMUEL CEZAR,-25.4560614,-49.2846149
JUSCELINO KUBITSCHEK DE OLIVEIRA LE,,
ÁGUA VERDE,-25.4552633,-49.2828084
TOMAZ PARIS,-25.4124742,-49.3574844
airton pizzato gussi,,
JOSÉ FABIANO BARCIK,-25.463897,-49.2117813
LÉA MOREIRA DE SOUZA MOURA,-25.5109609,-49.3263561
DOUTOR MURICY,-25.4283381,-49.274196
Rua Peláglia Lepinski,,
DOUTOR URBANO TONIOLO,,
ABRÃO WINTER,-25.520772,-49.2612918
JOSE LUIZ PONTES,,
FRANCISCO DE ALMEIDA FILHO,-25.4584196,-49.357229
 MATEUS LEME,-25.4181707,-49.2712599
QUARI,-25.4221052,-49.2756828
TENENTE MIGUEL ANSELMO DA SILVA,-25.3910777,-49.2749211
JOSÉ RODRIGUES PINHEIRO,-25.5186729,-49.3224425
JACINTO CUNHA,-25.4857162,-49.3488484
SANTOS ANDRADE,,
LUIZ GURGEL DO AMARAL VALENTE,-25.5459195,-49.2700577
BRIGADEIRO EDUARDO GOMES,-25.5190979,-49.2867744
EMILIANO PERNETA,-25.4196283,-49.1910166
 EXPEDICIONÁRIO ESTANISLAU WOJCIK,-25.5353695,-49.2434914
 CAPITÃO LEONIDAS MARQUES,-25.4774657,-49.2170987
CORONEL ARY PINHO,-25.3812296,-49.2444477
VELCY BOLIVAR GRANDÓ,-25.4988179,-49.2096841
FREDERICO STADLER JUNIOR,-25.4345676,-49.2200876
 DAVID BODZIAK,-25.3535844,-49.2577308
AMINTAS DE BARROS,-25.4254715,-49.2596242
FERNANDO DE SOUZA COSTA,-25.4886253,-49.3234058
CORONEL HERMINIO ALVES CABRAL,-25.5291833,-49.2474341
 CAMPINA DA LAGOA,-25.5339471,-49.2527174
 Marginal),-25.3890194,-49.204085
MIGUEL COUTO DOS SANTOS,-25.5319936,-49.2821255
francisco ferreira de souza,-25.5015234,-49.2388357
MANDIRITUBA,-25.7772457,-49.3279107
DOMINGOS IMBRONIZIO,-25.4350551,-49.3244545
FRANCISCO ROCHA,-25.44788855,-49.22542364603135
DOMINGOS GULIN,-25.3892766,-49.3441416
 LOURIVAL WENDLER,-25.4682477,-49.2067455
BASÍLIO FUCK,-25.45436575,-49.048822245790376
estação tubo marumbi,,
PADRE ANCHIETA,-25.4351516,-49.3045211
ANTONIO MARCELINO SCALET,-25.5238726,-49.2736147
antonio emilio cumim,,
PADRE AGOSTINHO,-25.5176258,-49.23579871475943
PREFEITO ERASTO GAERTNER,-25.4048301,-49.2452723
DOS BANDEIRANTES,-25.4650646,-49.2353345
HENRIQUE MATTIOLI,-25.4843874,-49.330378
GUGLIELMO MARCONI,-25.4196432,-49.2041813
 BATISTA GANZ,-25.4290521,-49.3183129
DOS ALFENEIROS,-25.3781278,-49.2493458
PROFESSOR FERNANDO MOREIRA,-25.4295261,-49.284652
MIGUEL FELIPE DAHER,-25.4288012,-49.3560514
FIORAVANTE SLAVIERO,,
JULIO MESQUITA,-25.487399,-49.3260907
BRIGADEIRO FRANCO,-25.4273932,-49.2851692
SATURNINO ARRUDA DOS SANTOS,-25.3894909,-49.2844846
MARECHAL ANOR TEIXEIRA DOS SANTOS,-25.3808077,-49.2450732
quadra 15,-25.4376484,-49.1909689
MARCO POLO,-25.4185034,-49.2053705
CARLOS ESSENFELDER,-25.4808775,-49.2393311
SANTO ANTÔNIO DO SUDOESTE,-25.5003776,-49.3240824
 PRESIDENTE FARIA,-25.4292347,-49.2680068
 SETE DE SETEMBRO,-25.4341267,-49.258001
antonia molina bella,-25.532048,-49.3326353
PC. RUI BARBOSA,-25.4357562,-49.27220349911567
ADRIANA CERES ZAGO BUENO,-25.5588526,-49.3412284
JORNALISTA ADERBAL G STRESSER,,
 IZAAC FERREIRA DA CRUZ,-25.5270301,-49.293016
PERO VAZ DE CAMINHA,-25.5642881,-49.337305
DONA ALICE TIBIRICA,-25.4350818,-49.3016891
CABO CORNÉLIO DE SOUZA MARTINS,-25.4883883,-49.2017148
OCTAVIA LEAL PENTEADO,,
ISAIAS FERNANDES,-25.5778457,-49.3248256
JORNALISTA EMÍLIO ZOLA FLORENZANO,-25.5756889,-49.336774
adriano ceres zaco bueno,,
 PEDRO IVO,-25.4319691,-49.2651872
DO REDENTOR,-25.42088785,-49.27484199903515
CORONEL ARTHUR FERREIRA DE ABREU,-25.4378539,-49.219448
estação tubo,-25.41566415,-49.266396423516056
DESEMBARGADOR CARLOS PINHEIRO GUIMARAES,-25.5404544,-49.2492735
Tomas Parize,,
MAJOR HEITOR GUIMARÃES,-25.4415457,-49.3080298
 PREFEITO ERASTO GAERTNER,-25.4048301,-49.2452723
24 DE MAIO,-25.4257292,-49.2774311
 VOLTAIRE,-25.3769738,-49.2565703
TV. FRANCISCO DE FREITAS SALDANHA,-25.3884871,-49.2493648
RANDOLFO SERZEDELO,-25.4758408,-49.2629699
LUIZ LEOPOLDO LANDAL,-25.4898564,-49.2993464
ISAIAS REGIS DE MIRANDA,-25.4846846,-49.2511775
JESUS ALVES DA CRUZ,-25.5862269,-49.3222242
JORDANIA,-25.4658982,-49.2063716
CARLOS AMORETTY OSÓRIO,-25.5434313,-49.2502128
DESEMBARGADOR ERMELINO DE LEÃO,-25.4312965,-49.2751215
MONSENHOR CELSO,-25.4327407,-49.2700594
SÃO JOSÉ,-25.4260675,-49.24995452647963
PEDRO RAMOS DE OLIVEIRA,-25.5223227,-49.2367586
 RORAIMA,-25.4507331,-49.2026781
 EDUARDO SPRADA,-25.4502995,-49.3538094
BARAO DE ANTONINA,-25.4234402,-49.2680492
TOUFIC RAAD,-25.4458265,-49.2146667
RAIMUNDO NINA RODRIGUES,,
LUIZ BARRETO MURAT,-25.4127337,-49.2126508
SALVADOR,-25.4548353,-49.2214884
ENGENHEIRA ENEDINA ALVES MARQUES,-25.4513179,-49.2184737
RIO NEGRO,-25.4253861,-49.2028427
DOUTOR EDEMAR ERNSEN,-25.4378462,-49.3462075
rUA DR LEVI bUQUEIRA,,
DESEMBARGADOR WESTPHALEN,-25.4389366,-49.2699616
BOAVENTURa,-25.4615583,-49.2013054
 GENERAL CARNEIRO,-25.4238687,-49.2628314
IVO LEÃO,-25.4173631,-49.2655643
DOUTOR CARLOS BRUNO BREITHAUPT,-25.4669915,-49.2216476
MIGUEL OLESKOWICZ,-25.5306629,-49.2595191
CÂMARA JÚNIOR,-25.4621397,-49.2225164
NOSSA SENHORA DE LOURDES,-25.7364664,-49.1214435
PROFESSOR JOÃO DOETZER,-25.4672416,-49.2214867
 GUILHERME IHLENFELDT,-25.3898719,-49.2245232
ENG ALBERTO MONTEIRO DE CARVALHO,-25.4349128,-49.2138624
DANTE MELARA,-25.449501,-49.2070606
ENGENHEIRO FRANCISCO BELTRÃO,-25.4171715,-49.2316941
ARCHANGELO SMANIOTTO,-25.4620325,-49.2224435
TEÓFILO OTONI,-25.4573064,-49.2129671
ROMÁRIO MARTINS,-25.4116902,-49.2381942
CORONEL AUGUSTO DE ALMEIDA GARRET,-25.4290296,-49.2098987
 WALDEMAR LOUREIRO CAMPOS,-25.5032299,-49.2371718
OCTACYR REINALDO MION,-25.4924916,-49.2685712
 EDUARDO PINTO DA ROCHA,-25.5444598,-49.2414493
 ANTONIO AUGUSTO DE BRITO,-25.5562351,-49.2792387
 CORONEL VICTOR AGNER KENDRICK,-25.5320968,-49.257285
ITACOLOMI,-25.4796862,-49.3135804
Não informado,,
professor Naoki Kishida,-25.5503159,-49.2486449
CANDIDO DE ABREU,-25.4199596,-49.269091
Rua Dr. Celso Luiz Peixoto Ribas,-25.4672543,-49.3213755
", QUADRA 5**",,
SEBASTIAO ALVES FERREIRA,-25.4086381,-49.2042048
AUGUSTO STELLFELD,-25.4325585,-49.2860019
ARI CARAMÃO ARRUDA,,
RODOLPHO DOUBEK,-25.5129602,-49.3324971
ALUIZIO FINZETTO,-25.4648451,-49.2536585
AGOSTINHA DOS SANTOS SCHROEDER,-25.456568,-49.3567649
 CANADÁ,-25.44213595,-49.30784087877155
 TEREZA LUKA,-25.4083977,-49.3169534
JOÃO DEMBINSKI,-25.4608133,-49.3452276
ALFREDO HAUER,-25.48238825,-49.25584313822944
 JORNALISTA ALCEU CHICHORRO,-25.4129728,-49.2034682
ANTONIO PETRUZZIELLO,-25.3889689,-49.2937359
MARGARIDA DE ANDRADE WEBER,-25.541592,-49.3390082
CARLOS PIOLI,-25.4109348,-49.2777834
FRANCISCO DE CAMARGO PINTO,-25.5128465,-49.3026664
CIDADE DE LAGUNA,-25.4750949,-49.3405374
JOSÉ INGENIEROS,-25.4004512,-49.30168
ALMIR NELSON DE ALMEIDA,-25.4581562,-49.3291762
 PAULO FRIEBE,-25.4159416,-49.2163571
Rua São José dos Pinhais,-25.5460101,-49.2571487
DAS COTOVIAS,-25.4930801,-49.2826577
ALMIRANTE GONÇALVES,-25.452268,-49.2783358
DOUTOR EUGENIO BERTOLLI,-25.3782252,-49.3352637
GILBERTO TESSEROLI PADILHA,-25.5323752,-49.2627988
 PROFESSORA MARIA DE ASSUMPÇÃO,-25.4842091,-49.2500019
Estação Tubo Vila Acordes,,
CARLOS GOMES,-25.4588685,-49.3938095
 HUSSEIN IBRAHIM OMAIRY,-25.5536894,-49.2595574
ERVAL VELHO,-25.4598464,-49.3504478
PEDRO VIOLANI,-25.457256,-49.2012055
MARIA LOPES ARRUDA,-25.5548726,-49.2765016
DAVID TOWS,-25.5299204,-49.2594099
 DOS PIONEIROS,-25.5307967,-49.2535016
MARIA LUCIA LOCHER DE ATHAYDE,-25.4896391,-49.3541271
PARAIBA,-25.4624217,-49.5671414
DOUTOR MARINS ALVES DE CAMARGO,,
DARCI VARGAS,-25.4799415,-49.3465472
AFFIFE MANSUR,-25.4954818,-49.2995797
Cap. Dr. Antonio José,-25.5052897,-49.2726224
PADRE LEONARDO NUNES,-25.4711717,-49.3061656
FELINTO BENTO VIANNA,-25.4804536,-49.3069756
TREZE DE MAIO,-25.4246285,-49.2790848
PÉROLA DO OESTE,-25.5523615,-49.2757437
BENTO VIANA,-25.4424575,-49.2853155
PEDRO ANDRETTA,-25.5011208,-49.3492261
PEDRO ELOY DE SOUZA,-25.4280459,-49.2015983
PASSEIO PÚBLICO,-25.42576875,-49.26724333840796
ARISTIDES CÉSAR DE OLIVEIRA FILHO,-25.4814751,-49.1985057
tupi,-25.5651763,-49.2102114
MANOEL CELESTINO BOAVENTURA,-25.4132027,-49.3556601
EMILIO BETRINI BARDOZECK,,
DEPUTADO AGOSTINHO RODRIGUES,-25.3669506,-49.2773737
SALVADOR FERRANTE,-25.5021441,-49.2508718
MINISTRO FLÁVIO SUPLICY DE LACERDA,-25.5471283,-49.2563478
AGOSTINHO RIBEIRO DE LIMA,-25.5245776,-49.2709457
JOÃO BATISTA CHIARELLO,-25.4693194,-49.3417243
JOSÉ DE ALENCAR,-25.4322285,-49.2542519
CUIABÁ,-25.4575525,-49.2192062
PORECATÚ,-25.5421368,-49.2823642
RUA JOSE ROSSETIN,-25.4299219,-49.3400232
SÃO JUDAS TADEU,-25.485853650000003,-49.24510736132211
professora ivete rocha kugler,,
NIVALDO PEREIRA,-25.5516422,-49.2621911
LEONARDO JAVORSKI,-25.4898267,-49.3259612
RUTILDO POLIDO,,
JUAREZ BORGES,-25.5725844,-49.3315133
FRANCISCO NUNES,-25.4485096,-49.2555609
MADAME CURE,,
RIO JAGUARIBE,-25.3994172,-49.2046586
praça maria polenta,-25.4507966,-49.28822825793401
DOUTOR ALUÍZIO FRANÇA,-25.4314833,-49.3098179
BRUNO MERTENS,-25.3760729,-49.2639639
ALEXANDRE TOSCANI FILHO,-25.4159962,-49.3248819
PEDRO GUSSO,-25.50747275,-49.31743184391462
JOÃO GUALBERTO,-25.4226444,-49.2668943
 ARTHUR MARTINS FRANCO,-25.4940037,-49.3353041
rua dos funcionarios,-25.4063339,-49.251889
DOLORES DURAN,-25.5112117,-49.2756361
PROFESSOR JOÃO SOARES BARCELOS,-25.4741601,-49.2583296
Praça do Semeador,,
Rua Juscelino Kubishek,,
 HUMBERTO CALIXTO FRUET,-25.502182,-49.3204337
 LUPIONÓPOLIS,-25.5477094,-49.271857
VENEZUELA,-25.4100042,-49.2398751
JOSÉ PIRES DA SILVA,-25.5903771,-49.3275253
CAMPO MOURÃO,-25.5366686,-49.2407071
JUSCELINO KUBITSCHEK DE OLIVEIRA EC,,
 EMILIO DE MENEZES,-25.4165423,-49.2788931
ANTONIO LAGO,-25.3874926,-49.2405295
FRANCISCO SIELSKI,-25.4623406,-49.3473777
 ANGELINA TURESSO CAVALIM,-25.5145843,-49.3258214
CRUZEIRO DO SUL,-25.5437662,-49.1851021
PROFESSOR PAULO D´ASSUMPÇÃO,-25.4663698,-49.223052
DELEGADO MIGUEL ZACARIAS,-25.3796636,-49.2457531
PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA,-25.4405662,-49.3498134
MAUÁ,-25.386207,-49.1607513
EUGÊNIO FLOR,-25.3851525,-49.2796157
 VISCONDE DE GUARAPUAVA,-25.434966,-49.2638187
ALTEROSA,-25.3964893,-49.2092978
Rua da Graça,-25.5016635,-49.3388447
ANTONIO GAI,-25.569744,-49.3120976
PROFESSOR LAURO ZAK,-25.5087494,-49.2717147
MARIA DA LUZ ROCHA BELÃO,-25.5022499,-49.2607245
JOÃO EVANGELISTA FILHO,-25.4981352,-49.3491
Valdir Pontes,,
ELVIRA MARQUESINI VAZ,-25.5387196,-49.2774263
MARIA LUIZA CURIAL DOS SANTOS,-25.5104527,-49.2442634
JAIME RODRIGUES DA ROCHA,-25.5159857,-49.2956099
ODAIR PAZELLO,-25.5033494,-49.3019211
JOÃO BARBOSA DE ALMEIDA,-25.5156369,-49.267287
DEPUTADO ARDINAL RIBAS,-25.5042121,-49.3019085
ALCEBÍADES PLAISANT,-25.4616642,-49.2830589
VEREADOR MIGUEL AICAR DE SUSS,-25.5229477,-49.2989902
LUIZ SCUISSATTO,-25.4855043,-49.3356255
VITALINO RECH,-25.5592659,-49.2827908
GENERAL PEDRO LABATUT,-25.4756713,-49.3092715
Rua Francisco Monteiro Pinhas,,
JOSÉ DE OLIVEIRA FRANCO,-25.4085729,-49.2081241
MARQUÊS DE OLINDA,-25.4890357,-49.3337859
STELLA CAMARGO ARZUA,,
PROFESSORA OLGA BALSTER,-25.4300494,-49.2134268
NICOLAU SERRATO SOBRINHO,-25.4860951,-49.2890971
SOUZA MELLO,-25.3894259,-49.2857762
MAURICIO RICARDO DOS SANTOS,-25.3507815,-49.2532677
JOSE IZIDORO FILHO,-25.3816128,-49.2998443
JOAQUIM DE OLIVEIRA CRUZ,-25.5301551,-49.2731863
LAURO GREIN,-25.481772,-49.3520248
PAULO ROBERTO REGO BARROS BISCAIA,-25.4798368,-49.3354449
PROFESSOR WALDIR DE JESUS,-25.5059903,-49.3018825
DOUTOR JOSÉ DE ALMEIDA PIMPÃO,-25.5359067,-49.2562476
DURVAL BORGES DE MACEDO,-25.4316434,-49.2161707
PROFESSORA MARIA JOSÉ GODOY,-25.4121773,-49.2766264
AMAZONAS DE SOUZA AZEVEDO,-25.413498,-49.2226742
ANDRÉ VISINONI,-25.4362116,-49.3594787
GUILHERME BRUSCHZ,-25.5408076,-49.2597046
JOÃO NEGRÃO,-25.4429852,-49.2603343
ALFREDO PIRES FURIATTI,-25.4923879,-49.2700453
Rua Helda Bertoldi,,
 ODACIR SCHILIPAK,-25.3736251,-49.2421607
COMENDADOR FRANCO,-25.4427185,-49.2508052
JOSE CASAGRANDE,-25.4152456,-49.3011983
GUILHERME IHLENFELDT,-25.3898719,-49.2245232
JOSÉ FERREIRA DA ROCHA,-25.5314951,-49.2897869
HELENA WALESKO MANIKA,-25.3544763,-49.2382832
GERALDINO RAMIRO DOS SANTOS,-25.4849935,-49.3497502
TIBAGI,-25.4274003,-49.2648219
DOM PEDRO I,-25.4592857,-49.2825519
PASTOR CARLOS FRANK,-25.5161972,-49.2311876
 ORLANDO LUIS LAMARCA,-25.5094526,-49.3249092
PAULO TURKIEWICZ,-25.4228092,-49.2133156
ENGENHEIRO OSTOJA ROGUSKI,-25.4396809,-49.2388685
josé simões,,
cei adriano rudine,,
CID CAMPELO,-25.5119715,-49.3324731
MANOEL BORGES,-25.4360526,-49.2208846
PARANA,-25.4295963,-49.2712724
 SARGENTO HAROLDO CORDEIRO JÚNIOR,-25.4541047,-49.3793414
CAROLINA DOS ANJOS,-25.518946,-49.3053034
RIACHUELO,-25.4301318,-49.2707621
HEITOR DE ANDRADE,-25.46018075,-49.229897471505225
 JOÃO GAVA,-25.3861345,-49.2728614
DA TRINDADE,-25.4465021,-49.2057023
ANTENOR PEREIRA,-25.3903499,-49.3009696
DAS CARMELITAS,-25.5062799,-49.2283548
CAPITÃO BARCÍMIO SICUPIRA,-25.4645659,-49.3389747
ESTRELA DO SUL,-25.4311951,-49.26146117263681
ALBERTO KLEMTZ,-25.4699246,-49.3175902
 ADILIO RAMOS,-25.412337,-49.2050831
NAIR LUNARDELLI RAMOS,-25.5733989,-49.3267049
CAPITÃO JOSEPH PEREIRA QUEVEDO,-25.4227228,-49.2966512
GUARANTÃ,-25.4138098,-49.3568434
ANTONIO OLIVEIRA DOS SANTOS,-25.3761407,-49.2359752
RIO TIETÊ,-25.396735,-49.2059598
 LEOCÁDIO ROBISON DE LIMA DAMAZIO,-25.5326553,-49.2429293
CARLOS CUSTEL FILHO,-25.5572717,-49.2492179
FRANCISCO DEROSSO,-25.5270373,-49.2515807
doutora ana maria mansur gisi,-25.5511801,-49.2453451
PLÁCIDO PREVEDELLO,-25.3966016,-49.264643
ESTRADA DA GRACIOSA,-25.3890788,-49.2045009
francisco de assis ferreira,-25.5255059,-49.3356715
MARECHAL DEODORO,-25.4272561,-49.2547633
ANTONIO DE OLIVEIRA SANTOS,-25.5101811,-49.3256319
SILVEIRA PEIXOTO,-25.4478154,-49.2841571
rua curupaitr,,
CORONEL ENÉAS,-25.427555,-49.2721292
AGOSTINHO MERLIN,-25.4695042,-49.308122
NOVA ESPERANÇA,-25.5379255,-49.2790525
CRISTIANO STROBEL,-25.5097424,-49.2533994
PREFEITO LOTHÁRIO MEISSNER,-25.444001,-49.2436347
ALBERTO WIERBISKI,-25.3850968,-49.2632078
FLÁVIO DALLEGRAVE,-25.3891774,-49.2603696
DERMEVAL DA COSTA E SILVA,-25.4758504,-49.3607124
BERNARDO JACINTHO DA VEIGA,-25.4881694,-49.3010268
JOAO PAROLIN,-25.454923,-49.2603851
HUMBERTO CALIXTO FRUET,-25.502182,-49.3204337
 RAUL MACHADO BERGES,-25.5145224,-49.3317972
 ENETTE DUBARD,-25.5665223,-49.3392185
PASTOR ROBERTO MENDES RABELLO,-25.5069288,-49.3390203
DAS OLARIAS,-25.3722015,-49.2103133
HOLANDA,-25.3906389,-49.2574757
ANTONIO FERREIRA DO NASCIMENTO FILHO,-25.4626373,-49.3398443
VEREADOR GARCIA RODRIGUES VELHO,-25.4027498,-49.2519302
PROFESSORA ANA DE OLIVEIRA VIANA,-25.4789167,-49.2654667
 PADRE ESTANISLAU PIASECKI,-25.4361932,-49.3581513
JOSÉ LOUREIRO,-25.4324013,-49.2691691
EMILIA CHOPACZ,-25.4526573,-49.3524261
DOUTOR PEDROSA,-25.4373255,-49.2750076
GENERAL JOSE FERREIRA DE BARROS,-25.5351677,-49.2542835
EURICO FONSECA DOS SANTOS,-25.5034248,-49.2725485
ZACARIAS,-25.5773781,-49.2133686
MAJOR THEOLINDO FERREIRA RIBAS,-25.4775652,-49.2603114
TOMAZ PARIZE,,
PADRE PAULO CANELLES,-25.3589128,-49.2424134
CURUPAITIS,-25.4572068,-49.3072021
IRENE TULIO,-25.3819349,-49.3246008
MAESTRO CARLOS FRANK,-25.5180958,-49.2304428
marco campos,-25.5318968,-49.3392751
WANDA ROCHA DE SOUZA,-25.3853494,-49.2881248
 PREFEITO MAURÍCIO FRUET,-25.4394596,-49.2381879
ALEXANDRE SALATA,-25.470882,-49.2703194
FREDERICO LAMBERTUCCI,-25.4803111,-49.3235831
valdemar loureiro de campos,,
 MINISTRO MARCOS FREIRE,-25.412588,-49.338398
francisco josé martins,,
PROFESSORA JOANITA BERNETT PASSOS,-25.505783,-49.2271655
 PIRAÍ DO SUL,-25.9801711,-49.0461454
antonio geroslau ferreira,-25.4970131,-49.3552624
 COMENDADOR MACEDO,-25.429799,-49.2598975
WACÍLIO ZACACHUKA,,
 RIO MUCURI,-25.3980847,-49.2053148
CASTRO,-25.456978,-49.22555907413123
ARISTIDES CESAR DE OLIVEIRA FILHO,-25.4814751,-49.1985057
EUFRÁSIO CORREIA,-25.4371311,-49.2667891
JOSÉ AUGUSTO DA SILVA,-25.5351131,-49.2620463
JORNALISTA PAULINO DE ALMEIDA,-25.4725474,-49.209189
 JOSE SELLA (UMBARÁ),-25.5557355,-49.2749946
DESEMBARGADOR ERNANI GUARITA CARTAXO,-25.5085689,-49.3099494
EDUARDO PINTO DA ROCHA,-25.5444598,-49.2414493
joão antonio da silva,-25.48553955,-49.26652220688737
ITATIAIA,-25.4716715,-49.3470739
ENGENHEIRO ADEMAR MUNHOZ,-25.4790006,-49.2245667
GABRIEL RIBEIRO,-25.5469012,-49.2693562
WALENTY GOLAS,-25.438187,-49.3414356
 ENGENHEIRO JOÃO VISINONI,-25.4378069,-49.360039
RORAIMA,-25.4507331,-49.2026781
 JANDAIA DO SUL,-25.5539032,-49.2544904
NICOLAU JOSÉ GRAVINA,-25.4091842,-49.3236697
EXPEDICIONÁRIO  FRANCISCO A  DE OLIVEIRA,,
ANTONIO MOACIR RIBEIRO BATISTA,-25.4995974,-49.3212277
LOURIVAL WENDLER,-25.4682477,-49.2067455
ADELINA FERREIRA MULLER LT E E  COPEL,,
 JOÃO BATISTA SCUCATO,-25.3834117,-49.2007148
JOÃO BATISTA SCUCATO,-25.3834117,-49.2007148
EST. GUILHERME WEIGERT,,
GUILHERME WEIGERT,-25.3564984,-49.2368355
 JOSÉ TEIXEIRA DE MELLO,-25.4858537,-49.3260974
 WINSTON CHURCHIL,,
HELENA MOSCIBROSKI BORGES,-25.4348097,-49.2228989
JOSE ALCIDES DE LIMA,-25.4926149,-49.306569
CARLOS BENATO,-25.4042443,-49.3494324
RUBENS MAISTER,-25.3766979,-49.2606367
JOÃO PAROLIN,-25.454923,-49.2603851
MARECHAL RONDON,-25.4950214,-49.31730608391972
NEY ITIBERE PIA DE ANDRADE,-25.4233151,-49.3230182
 IGUAÇÚ,-25.5345227,-49.2330381
lori victor culack,,
antonio jacomazi,,
MANOEL ARISTIDES DE FARIAS,-25.368274,-49.2521702
SENADOR ALENCAR GUIMARÃES,-25.4343623,-49.2744929
JÚLIO EDUARDO GINESTE,-25.4603679,-49.3179308
FERRARA,-25.41144705,-49.33343649480423
MARQUÊS DO PARANÁ,-25.4621499,-49.287249
ELSA LUTTMANN,,
ERASMO MAEDER,-25.417188,-49.2105743
Ney Pacheco,-25.5301675,-49.3370931
joão fuggiato,,
durval pacheco de carvalho,-25.4800104,-49.2678882
RIO GRANDE DO SUL,-25.4712146,-49.2803249
ZOOLOGICO DO BOQUEIRÃO,-25.55897475,-49.23394811790228
RICARDO PADOVANI FILHO,-25.4961258,-49.3379903
GUILHERME FUGMANN,-25.5005144,-49.3235821
 LAUDELINO FERREIRA LOPES,-25.5068987,-49.3045659
 TEÓFILO OTONI,-25.4573064,-49.2129671
JARDIM ALEGRE,-25.5518758,-49.2524566
ND                  AV CONTORNO LESTE,,
 CLÁVIO MOLINARI,-25.4399722,-49.2106112
KELLERS,-25.427007,-49.2777422
NILSON GOMES RAMOS,,
MOACIR POTIER,-25.5043608,-49.2675015
DAS GOIABEIRAS,-25.4900477,-49.3515582
ARNALDO GUSI,-25.5264703,-49.2606553
PAULO FAGNANI,-25.5586252,-49.25855
ELZA RIBEIRO,-25.5269811,-49.2575204
 JOAQUIM CARDOSO DA SILVEIRA,-25.5065499,-49.2209082
ORLANDO DE MOURA LEITE,-25.3717294,-49.2558929
CASSEMIRO MIKISSUQI,,
HENRIQUE CORREIA,-25.4068797,-49.2037646
JOSÉ ALCIDES DE LIMA,-25.4926149,-49.306569
JOSÉ SERRATO,-25.3780308,-49.2354977
HERCULANO CARLOS FRANCO DE SOUZA,-25.4509719,-49.292707
ALCINO GUANABARA,-25.487674,-49.2638668
DAS ANDORINHAS,-25.4948705,-49.2870055
FREDERICO ESCORSIN,-25.4192357,-49.3607353
JORNALISTA CAIO MACHADO,-25.4559432,-49.3102978
BENEDITO FRANÇA,-25.4382532,-49.2063622
MARIA TEODORO VILALVA,-25.5054308,-49.3219953
SANTA BERNADETHE,-25.48523925,-49.2668069713757
JOSÉ RISSETO,-25.4103954,-49.3335164
DOUTOR HUGO CAMARGO,-25.4949613,-49.3461697
MÉXICO,-25.4125467,-49.2344132
CAMILE FLAMMARION,-25.3711924,-49.2540025
NORBERTO TRAMUJAS DECKER,-25.4244186,-49.3380278
DA LUA,-25.5331335,-49.2611624
JOCELINO KUBSCHECK,,
 LUIZ CARLOS CANESSO,-25.5343827,-49.2385843
VISCONDE DE NACAR,,
FRANCISCO SCORSATO,,
ANTONIO BERTOLDI,-25.5947131,-49.3398146
THALES DE PAULA DA SILVA,,
 ERNANI SANTIAGO DE OLIVEIRA,-25.4167514,-49.2674729
 AV. DO TRABALHADOR (CAJURU),,
LODOVICO KAMINSKI,-25.4815835,-49.3527684
 CATARATAS DO IGUAÇÚ,-25.3835291,-49.1980004
 SENADOR ACCIOLY FILHO,-25.5348349,-49.26836
LUIZ DELFINO,-25.4688766,-49.3139821
LUIZ GALLIERI,-25.4954352,-49.2180012
pedro leineker,-25.5282629,-49.3350007
ignes de souza soares,,
rua francisco alves de oliveira,-25.4456456,-49.0687665
LIA GARBACCIO,-25.5636152,-49.3185979
EMANOEL ERNESTO BERTOLDI,-25.5892828,-49.3303767
Carlos Guimarães,-25.5404544,-49.2492735
DOUTOR FRANCISCO NATEL DE CAMARGO,-25.3719099,-49.2432014
