descBairro,month_year,qtde_boletins,horaFato,tipo
VILA IZABEL,2016-03,4,30,Estelionato
SITIO CERCADO,2016-03,65,974,Violência Doméstica
NAO DEFINIDO,2016-03,46,582,Furto/Roubo
SANTO INACIO,2016-03,6,24,Tráfico de drogas
SAO BRAZ,2016-03,19,151,Tráfico de drogas
CASCATINHA,2016-03,4,49,Furto/Roubo
BUTIATUVINHA,2016-03,15,207,Furto/Roubo
MOSSUNGUE,2016-03,42,547,Furto/Roubo
TARUMA,2016-03,55,724,Furto/Roubo
BACACHERI,2016-03,118,1518,Furto/Roubo
TINGUI,2016-03,8,85,Estelionato
SANTA QUITERIA,2016-03,37,505,Furto/Roubo
LINDOIA,2016-03,17,188,Furto/Roubo
HUGO LANGE,2016-03,4,35,Estelionato
ABRANCHES,2016-03,14,141,Violência Doméstica
SAO JOAO,2016-03,4,45,Furto/Roubo
AGUA VERDE,2016-03,17,258,Violência Doméstica
LAMENHA PEQUENA,2016-03,1,20,Furto/Roubo
FAZENDINHA,2016-03,5,45,Estelionato
SANTA FELICIDADE,2016-03,37,596,Violência Doméstica
AHU,2016-03,3,60,Violência Doméstica
SANTO INACIO,2016-03,20,267,Furto/Roubo
SAO FRANCISCO,2016-03,89,1087,Furto/Roubo
SAO BRAZ,2016-03,50,772,Furto/Roubo
ALTO BOQUEIRAO,2016-03,37,469,Violência Doméstica
TARUMA,2016-03,1,10,Estelionato
CENTRO,2016-03,1183,13115,Furto/Roubo
BIGORRILHO,2016-03,6,65,Estelionato
CAMPINA DO SIQUEIRA,2016-03,36,485,Furto/Roubo
XAXIM,2016-03,1,14,Tráfico de drogas
SAO JOAO,2016-03,2,33,Tráfico de drogas
SAO LOURENCO,2016-03,25,342,Furto/Roubo
CAJURU,2016-03,230,3034,Furto/Roubo
CAXIMBA,2016-03,5,64,Furto/Roubo
CABRAL,2016-03,50,747,Furto/Roubo
SANTA QUITERIA,2016-03,7,110,Violência Doméstica
TABOAO,2016-03,5,62,Furto/Roubo
SITIO CERCADO,2016-03,25,354,Tráfico de drogas
UBERABA,2016-03,15,155,Estelionato
SITIO CERCADO,2016-03,311,4016,Furto/Roubo
TATUQUARA,2016-03,15,193,Tráfico de drogas
MERCES,2016-03,105,1322,Furto/Roubo
CACHOEIRA,2016-03,8,116,Furto/Roubo
TINGUI,2016-03,2,30,Tráfico de drogas
CAPAO DA IMBUIA,2016-03,3,30,Estelionato
BOA VISTA,2016-03,11,129,Estelionato
SEMINARIO,2016-03,41,504,Furto/Roubo
SEMINARIO,2016-03,2,28,Violência Doméstica
UBERABA,2016-03,8,116,Tráfico de drogas
TATUQUARA,2016-03,14,189,Estelionato
CAPAO RASO,2016-03,5,69,Estelionato
TINGUI,2016-03,38,556,Furto/Roubo
PINHEIRINHO,2016-03,9,101,Tráfico de drogas
VISTA ALEGRE,2016-03,3,38,Estelionato
BATEL,2016-03,1,23,Tráfico de drogas
CENTRO CIVICO,2016-03,1,14,Tráfico de drogas
BAIRRO NOVO,2016-03,9,118,Furto/Roubo
BARREIRINHA,2016-03,1,19,Tráfico de drogas
CIC,2016-03,34,483,Tráfico de drogas
CIDADE INDUSTRIAL,2016-03,8,127,Tráfico de drogas
BAIRRO ALTO,2016-03,1,18,Tráfico de drogas
ALTO DA RUA XV,2016-03,65,957,Furto/Roubo
BARREIRINHA,2016-03,51,683,Furto/Roubo
PRADO VELHO,2016-03,47,678,Furto/Roubo
PILARZINHO,2016-03,53,687,Furto/Roubo
FAZENDINHA,2016-03,2,29,Tráfico de drogas
GUAIRA,2016-03,3,30,Estelionato
ATUBA,2016-03,1,16,Tráfico de drogas
GANCHINHO,2016-03,4,55,Tráfico de drogas
REBOUCAS,2016-03,157,1760,Furto/Roubo
CAPAO RASO,2016-03,143,1939,Furto/Roubo
CABRAL,2016-03,6,60,Estelionato
GUABIROTUBA,2016-03,1,15,Tráfico de drogas
PAROLIN,2016-03,74,879,Furto/Roubo
BACACHERI,2016-03,1,10,Tráfico de drogas
SAO LOURENCO,2016-03,7,105,Violência Doméstica
ALTO DA XV,2016-03,6,58,Furto/Roubo
CACHOEIRA,2016-03,1,10,Estelionato
CAJURU,2016-03,17,208,Tráfico de drogas
BUTIATUVINHA,2016-03,9,92,Tráfico de drogas
PORTAO,2016-03,248,3429,Furto/Roubo
CAMPINA DO SIQUEIRA,2016-03,2,37,Tráfico de drogas
AUGUSTA,2016-03,1,9,Furto/Roubo
CAMPO COMPRIDO,2016-03,3,65,Tráfico de drogas
BAIRRO ALTO,2016-03,112,1428,Furto/Roubo
BOQUEIRAO,2016-03,9,137,Tráfico de drogas
UMBARA,2016-03,28,419,Violência Doméstica
GUABIROTUBA,2016-03,6,47,Estelionato
CAPAO DA IMBUIA,2016-03,85,1154,Furto/Roubo
CAPAO DA IMBUIA,2016-03,5,83,Tráfico de drogas
CAMPO DO SANTANA,2016-03,4,35,Furto/Roubo
ATUBA,2016-03,27,318,Furto/Roubo
BOA VISTA,2016-03,1,21,Tráfico de drogas
CAPAO RASO,2016-03,3,35,Tráfico de drogas
PINHEIRINHO,2016-03,234,3152,Furto/Roubo
SAO FRANCISCO,2016-03,3,24,Violência Doméstica
AGUA VERDE,2016-03,23,255,Estelionato
BIGORRILHO,2016-03,1,22,Tráfico de drogas
CAMPO DE SANTANA,2016-03,1,11,Tráfico de drogas
BOQUEIRAO,2016-03,274,3940,Furto/Roubo
BATEL,2016-03,118,1619,Furto/Roubo
ALTO DA GLORIA,2016-03,38,546,Furto/Roubo
ABRANCHES,2016-03,24,396,Furto/Roubo
VILA IZABEL,2016-03,5,89,Violência Doméstica
CAJURU,2016-03,21,256,Estelionato
VILA IZABEL,2016-03,26,377,Furto/Roubo
XAXIM,2016-03,17,181,Estelionato
BOQUEIRAO,2016-03,18,188,Estelionato
UBERABA,2016-03,83,1129,Violência Doméstica
SANTO INACIO,2016-03,5,91,Violência Doméstica
BOM RETIRO,2016-03,52,756,Furto/Roubo
AHU,2016-03,2,22,Estelionato
UMBARA,2016-03,54,636,Furto/Roubo
CENTRO,2016-03,191,1414,Estelionato
UBERABA,2016-03,142,1940,Furto/Roubo
PRADO VELHO,2016-03,12,162,Tráfico de drogas
HAUER,2016-03,14,144,Estelionato
SANTA FELICIDADE,2016-03,103,1439,Furto/Roubo
CAMPO DE SANTANA,2016-03,3,34,Estelionato
REBOUCAS,2016-03,4,47,Tráfico de drogas
SANTA CANDIDA,2016-03,2,29,Tráfico de drogas
SANTA FELICIDADE,2016-03,22,274,Tráfico de drogas
PORTAO,2016-03,5,74,Tráfico de drogas
HAUER,2016-03,1,19,Tráfico de drogas
PILARZINHO,2016-03,5,48,Tráfico de drogas
NOVO MUNDO,2016-03,138,1840,Furto/Roubo
ALTO DA GLORIA,2016-03,2,40,Tráfico de drogas
SAO BRAZ,2016-03,10,139,Violência Doméstica
ALTO BOQUEIRAO,2016-03,5,86,Tráfico de drogas
ALTO BOQUEIRAO,2016-03,99,1273,Furto/Roubo
BIGORRILHO,2016-03,88,1222,Furto/Roubo
CAMPO DE SANTANA,2016-03,50,669,Furto/Roubo
ORLEANS,2016-03,14,160,Furto/Roubo
MERCES,2016-03,2,35,Tráfico de drogas
AHU,2016-03,51,645,Furto/Roubo
VISTA ALEGRE,2016-03,13,144,Furto/Roubo
CAMPO COMPRIDO,2016-03,5,47,Estelionato
NOVO MUNDO,2016-03,6,37,Tráfico de drogas
BOA VISTA,2016-03,114,1567,Furto/Roubo
ORLEANS,2016-03,3,32,Tráfico de drogas
FANNY,2016-03,3,37,Estelionato
AGUA VERDE,2016-03,232,3195,Furto/Roubo
SANTA CANDIDA,2016-03,79,1137,Furto/Roubo
XAXIM,2016-03,121,1498,Furto/Roubo
GANCHINHO,2016-03,2,20,Estelionato
PAROLIN,2016-03,11,169,Tráfico de drogas
AGUA VERDE,2016-03,3,51,Tráfico de drogas
CENTRO,2016-03,38,595,Tráfico de drogas
FANNY,2016-03,45,609,Furto/Roubo
BOA VISTA,2016-03,19,277,Violência Doméstica
BARREIRINHA,2016-03,14,156,Violência Doméstica
SAO LOURENCO,2016-03,3,29,Estelionato
GUAIRA,2016-03,13,185,Violência Doméstica
CENTRO CIVICO,2016-03,76,971,Furto/Roubo
BATEL,2016-03,17,205,Estelionato
BOQUEIRAO,2016-03,45,619,Violência Doméstica
CENTRO,2016-03,43,567,Violência Doméstica
NOVO MUNDO,2016-03,15,184,Estelionato
VISTA ALEGRE,2016-03,2,20,Violência Doméstica
CAXIMBA,2016-03,12,175,Violência Doméstica
TINGUI,2016-03,9,55,Violência Doméstica
JUVEVE,2016-03,7,129,Violência Doméstica
CAJURU,2016-03,92,1381,Violência Doméstica
GANCHINHO,2016-03,22,314,Furto/Roubo
REBOUCAS,2016-03,8,113,Violência Doméstica
HAUER,2016-03,139,2011,Furto/Roubo
ALTO DA RUA XV,2016-03,6,65,Estelionato
JARDIM BOTANICO,2016-03,145,1900,Furto/Roubo
BAIRRO ALTO,2016-03,32,506,Violência Doméstica
SEMINARIO,2016-03,4,51,Estelionato
LINDOIA,2016-03,3,42,Violência Doméstica
CASCATINHA,2016-03,3,24,Violência Doméstica
SANTA CANDIDA,2016-03,25,290,Violência Doméstica
MOSSUNGUE,2016-03,3,34,Estelionato
SAO BRAZ,2016-03,6,72,Estelionato
BARREIRINHA,2016-03,2,19,Estelionato
CRISTO REI,2016-03,64,881,Furto/Roubo
REBOUCAS,2016-03,9,84,Estelionato
PRADO VELHO,2016-03,3,39,Estelionato
CIC,2016-03,91,1217,Violência Doméstica
HUGO LANGE,2016-03,1,15,Violência Doméstica
JARDIM SOCIAL,2016-03,3,33,Estelionato
BIGORRILHO,2016-03,6,83,Violência Doméstica
CABRAL,2016-03,4,58,Violência Doméstica
CENTRO CIVICO,2016-03,2,28,Violência Doméstica
ATUBA,2016-03,3,34,Estelionato
JARDIM BOTANICO,2016-03,5,57,Violência Doméstica
JARDIM SOCIAL,2016-03,29,366,Furto/Roubo
SANTO INACIO,2016-03,2,23,Estelionato
BUTIATUVINHA,2016-03,3,36,Violência Doméstica
GUABIROTUBA,2016-03,39,559,Furto/Roubo
BACACHERI,2016-03,11,114,Estelionato
BATEL,2016-03,11,99,Violência Doméstica
PORTAO,2016-03,23,317,Violência Doméstica
CIDADE INDUSTRIAL,2016-03,157,2134,Furto/Roubo
GUAIRA,2016-03,52,709,Furto/Roubo
JARDIM DAS AMERICAS,2016-03,8,90,Violência Doméstica
CACHOEIRA,2016-03,9,79,Violência Doméstica
PAROLIN,2016-03,3,19,Estelionato
CIDADE INDUSTRIAL,2016-03,42,573,Violência Doméstica
ORLEANS,2016-03,2,10,Estelionato
CRISTO REI,2016-03,5,79,Estelionato
XAXIM,2016-03,36,516,Violência Doméstica
ABRANCHES,2016-03,4,60,Estelionato
PORTAO,2016-03,21,268,Estelionato
SAO FRANCISCO,2016-03,2,27,Estelionato
SANTA CANDIDA,2016-03,6,71,Estelionato
CAMPO COMPRIDO,2016-03,34,397,Violência Doméstica
MERCES,2016-03,10,103,Violência Doméstica
FAZENDINHA,2016-03,80,1057,Furto/Roubo
GANCHINHO,2016-03,21,234,Violência Doméstica
HUGO LANGE,2016-03,23,286,Furto/Roubo
LINDOIA,2016-03,3,37,Estelionato
PINHEIRINHO,2016-03,48,825,Violência Doméstica
PAROLIN,2016-03,10,109,Violência Doméstica
JUVEVE,2016-03,63,859,Furto/Roubo
TATUQUARA,2016-03,57,840,Violência Doméstica
SANTA FELICIDADE,2016-03,15,167,Estelionato
CAMPO DE SANTANA,2016-03,25,282,Violência Doméstica
CIC,2016-03,20,186,Estelionato
FAZENDINHA,2016-03,25,299,Violência Doméstica
ALTO DA GLORIA,2016-03,4,50,Estelionato
PRADO VELHO,2016-03,11,119,Violência Doméstica
PILARZINHO,2016-03,14,205,Violência Doméstica
PINHEIRINHO,2016-03,12,151,Estelionato
FANNY,2016-03,6,117,Violência Doméstica
ALTO DA GLORIA,2016-03,6,76,Violência Doméstica
ALTO BOQUEIRAO,2016-03,6,69,Estelionato
BAIRRO ALTO,2016-03,8,101,Estelionato
JUVEVE,2016-03,5,73,Estelionato
ALTO DA RUA XV,2016-03,8,108,Violência Doméstica
ORLEANS,2016-03,3,43,Violência Doméstica
ATUBA,2016-03,5,94,Violência Doméstica
JARDIM DAS AMERICAS,2016-03,96,1387,Furto/Roubo
BOM RETIRO,2016-03,5,41,Violência Doméstica
CENTRO CIVICO,2016-03,6,69,Estelionato
SANTA QUITERIA,2016-03,5,65,Estelionato
CRISTO REI,2016-03,8,121,Violência Doméstica
MOSSUNGUE,2016-03,10,111,Violência Doméstica
CAMPINA DO SIQUEIRA,2016-03,6,52,Violência Doméstica
CAPAO RASO,2016-03,15,191,Violência Doméstica
BACACHERI,2016-03,7,96,Violência Doméstica
TARUMA,2016-03,5,75,Violência Doméstica
GUABIROTUBA,2016-03,1,14,Violência Doméstica
CIDADE INDUSTRIAL,2016-03,13,154,Estelionato
MERCES,2016-03,11,116,Estelionato
HAUER,2016-03,10,127,Violência Doméstica
PILARZINHO,2016-03,8,83,Estelionato
CIC,2016-03,235,3176,Furto/Roubo
NOVO MUNDO,2016-03,45,614,Violência Doméstica
AUGUSTA,2016-03,2,21,Violência Doméstica
JARDIM DAS AMERICAS,2016-03,7,83,Estelionato
CAPAO DA IMBUIA,2016-03,15,230,Violência Doméstica
SITIO CERCADO,2016-03,23,255,Estelionato
CIDADE INDUSTRIAL,2016-04,87,1229,Violência Doméstica
CAMPO COMPRIDO,2016-04,6,45,Tráfico de drogas
PORTAO,2016-04,246,3232,Furto/Roubo
PORTAO,2016-04,25,291,Estelionato
PRADO VELHO,2016-04,8,119,Violência Doméstica
CRISTO REI,2016-04,7,137,Violência Doméstica
CAJURU,2016-04,9,129,Tráfico de drogas
CAJURU,2016-04,18,173,Estelionato
CIC,2016-04,50,659,Violência Doméstica
AUGUSTA,2016-04,4,31,Furto/Roubo
AGUA VERDE,2016-04,27,295,Estelionato
BUTIATUVINHA,2016-04,3,56,Tráfico de drogas
BACACHERI,2016-04,111,1429,Furto/Roubo
CASCATINHA,2016-04,1,10,Estelionato
CENTRO,2016-04,51,690,Tráfico de drogas
PRADO VELHO,2016-04,1,10,Estelionato
FAZENDINHA,2016-04,2,25,Tráfico de drogas
JARDIM DAS AMERICAS,2016-04,3,27,Estelionato
GUAIRA,2016-04,3,38,Estelionato
CAPAO DA IMBUIA,2016-04,12,164,Violência Doméstica
GANCHINHO,2016-04,4,69,Tráfico de drogas
CAPAO RASO,2016-04,144,1980,Furto/Roubo
CABRAL,2016-04,6,63,Estelionato
PAROLIN,2016-04,69,955,Furto/Roubo
CAMPO DE SANTANA,2016-04,22,201,Violência Doméstica
GUABIROTUBA,2016-04,1,0,Tráfico de drogas
HUGO LANGE,2016-04,21,223,Furto/Roubo
SANTA CANDIDA,2016-04,11,133,Estelionato
GUAIRA,2016-04,5,51,Tráfico de drogas
ALTO DA GLORIA,2016-04,39,539,Furto/Roubo
SAO BRAZ,2016-04,17,216,Violência Doméstica
HAUER,2016-04,1,17,Tráfico de drogas
TABOAO,2016-04,3,40,Violência Doméstica
REBOUCAS,2016-04,2,39,Violência Doméstica
CAPAO RASO,2016-04,14,194,Violência Doméstica
PILARZINHO,2016-04,41,499,Furto/Roubo
FANNY,2016-04,1,14,Tráfico de drogas
CAPAO DA IMBUIA,2016-04,65,870,Furto/Roubo
CENTRO CIVICO,2016-04,4,26,Violência Doméstica
CAPAO DA IMBUIA,2016-04,2,38,Tráfico de drogas
ATUBA,2016-04,31,423,Furto/Roubo
SAO FRANCISCO,2016-04,6,59,Violência Doméstica
BACACHERI,2016-04,9,98,Estelionato
CAPAO RASO,2016-04,2,26,Tráfico de drogas
PINHEIRINHO,2016-04,190,2527,Furto/Roubo
GUAIRA,2016-04,49,601,Furto/Roubo
UMBARA,2016-04,14,203,Violência Doméstica
CRISTO REI,2016-04,5,51,Estelionato
CENTRO,2016-04,51,731,Violência Doméstica
ALTO DA XV,2016-04,6,72,Furto/Roubo
CENTRO CIVICO,2016-04,1,17,Tráfico de drogas
HAUER,2016-04,148,2014,Furto/Roubo
CIC,2016-04,9,133,Tráfico de drogas
CIDADE INDUSTRIAL,2016-04,15,184,Tráfico de drogas
ALTO DA RUA XV,2016-04,52,656,Furto/Roubo
REBOUCAS,2016-04,8,113,Estelionato
FANNY,2016-04,3,35,Violência Doméstica
CENTRO,2016-04,1141,12878,Furto/Roubo
BOQUEIRAO,2016-04,7,112,Tráfico de drogas
MERCES,2016-04,6,47,Estelionato
TABOAO,2016-04,10,174,Furto/Roubo
SANTA QUITERIA,2016-04,33,525,Furto/Roubo
MOSSUNGUE,2016-04,3,33,Violência Doméstica
CRISTO REI,2016-04,75,1033,Furto/Roubo
TARUMA,2016-04,35,489,Furto/Roubo
BUTIATUVINHA,2016-04,16,203,Furto/Roubo
MERCES,2016-04,1,16,Violência Doméstica
TATUQUARA,2016-04,127,1538,Furto/Roubo
MOSSUNGUE,2016-04,5,57,Estelionato
CAMPO COMPRIDO,2016-04,61,819,Furto/Roubo
LINDOIA,2016-04,4,46,Violência Doméstica
TINGUI,2016-04,23,277,Furto/Roubo
BOQUEIRAO,2016-04,259,3475,Furto/Roubo
ALTO DA RUA XV,2016-04,4,47,Estelionato
CAMPO DE SANTANA,2016-04,4,47,Estelionato
SANTA FELICIDADE,2016-04,85,1089,Furto/Roubo
GANCHINHO,2016-04,19,192,Furto/Roubo
ABRANCHES,2016-04,3,36,Estelionato
UBERABA,2016-04,127,1678,Furto/Roubo
SITIO CERCADO,2016-04,82,1134,Violência Doméstica
CABRAL,2016-04,52,703,Furto/Roubo
BOM RETIRO,2016-04,22,326,Furto/Roubo
SITIO CERCADO,2016-04,271,3558,Furto/Roubo
CACHOEIRA,2016-04,8,67,Furto/Roubo
SAO BRAZ,2016-04,59,805,Furto/Roubo
CAJURU,2016-04,197,2614,Furto/Roubo
SANTO INACIO,2016-04,19,240,Furto/Roubo
PILARZINHO,2016-04,19,288,Violência Doméstica
SAO FRANCISCO,2016-04,94,1144,Furto/Roubo
ALTO DA GLORIA,2016-04,2,14,Estelionato
JUVEVE,2016-04,7,77,Estelionato
SAO JOAO,2016-04,4,50,Furto/Roubo
FAZENDINHA,2016-04,11,104,Estelionato
SEMINARIO,2016-04,1,21,Violência Doméstica
PAROLIN,2016-04,6,39,Violência Doméstica
SAO LOURENCO,2016-04,31,437,Furto/Roubo
LINDOIA,2016-04,1,8,Estelionato
SAO MIGUEL,2016-04,1,21,Furto/Roubo
CAPAO RASO,2016-04,12,148,Estelionato
ORLEANS,2016-04,8,112,Violência Doméstica
CAMPINA DO SIQUEIRA,2016-04,29,411,Furto/Roubo
CAPAO DA IMBUIA,2016-04,7,79,Estelionato
PINHEIRINHO,2016-04,56,848,Violência Doméstica
FAZENDINHA,2016-04,83,1119,Furto/Roubo
SEMINARIO,2016-04,30,435,Furto/Roubo
NOVO MUNDO,2016-04,30,466,Violência Doméstica
CIC,2016-04,8,109,Estelionato
NOVO MUNDO,2016-04,16,198,Estelionato
JUVEVE,2016-04,6,117,Violência Doméstica
CIDADE INDUSTRIAL,2016-04,294,3921,Furto/Roubo
ATUBA,2016-04,2,26,Tráfico de drogas
GUAIRA,2016-04,20,312,Violência Doméstica
BAIRRO ALTO,2016-04,4,52,Estelionato
BACACHERI,2016-04,1,2,Tráfico de drogas
PAROLIN,2016-04,4,30,Estelionato
BARREIRINHA,2016-04,45,639,Furto/Roubo
BAIRRO ALTO,2016-04,8,138,Tráfico de drogas
CIDADE INDUSTRIAL,2016-04,10,97,Estelionato
CAMPINA DO SIQUEIRA,2016-04,2,27,Estelionato
BAIRRO NOVO,2016-04,4,47,Furto/Roubo
GUABIROTUBA,2016-04,11,189,Violência Doméstica
BATEL,2016-04,7,88,Tráfico de drogas
PRADO VELHO,2016-04,46,656,Furto/Roubo
PILARZINHO,2016-04,3,32,Estelionato
GANCHINHO,2016-04,9,163,Violência Doméstica
GUABIROTUBA,2016-04,1,10,Estelionato
FAZENDINHA,2016-04,37,571,Violência Doméstica
BOA VISTA,2016-04,6,74,Tráfico de drogas
BAIRRO ALTO,2016-04,93,1196,Furto/Roubo
PINHEIRINHO,2016-04,14,140,Estelionato
ATUBA,2016-04,5,68,Estelionato
UMBARA,2016-04,34,439,Furto/Roubo
JARDIM SOCIAL,2016-04,3,44,Estelionato
REBOUCAS,2016-04,128,1665,Furto/Roubo
JARDIM SOCIAL,2016-04,7,61,Violência Doméstica
VILA IZABEL,2016-04,32,470,Furto/Roubo
TATUQUARA,2016-04,60,754,Violência Doméstica
JARDIM DAS AMERICAS,2016-04,2,38,Violência Doméstica
VISTA ALEGRE,2016-04,13,178,Furto/Roubo
SANTA CANDIDA,2016-04,80,1134,Furto/Roubo
BOA VISTA,2016-04,71,962,Furto/Roubo
AHU,2016-04,3,23,Estelionato
ORLEANS,2016-04,2,25,Estelionato
XAXIM,2016-04,160,2139,Furto/Roubo
GUABIROTUBA,2016-04,36,431,Furto/Roubo
UBERABA,2016-04,50,752,Violência Doméstica
JARDIM BOTANICO,2016-04,4,54,Violência Doméstica
AGUA VERDE,2016-04,3,46,Tráfico de drogas
PORTAO,2016-04,29,361,Violência Doméstica
CAMPO COMPRIDO,2016-04,5,60,Estelionato
HUGO LANGE,2016-04,1,8,Violência Doméstica
BIGORRILHO,2016-04,83,1056,Furto/Roubo
ALTO BOQUEIRAO,2016-04,4,49,Tráfico de drogas
CAMPO DE SANTANA,2016-04,53,740,Furto/Roubo
HAUER,2016-04,13,146,Violência Doméstica
BATEL,2016-04,142,1746,Furto/Roubo
JARDIM BOTANICO,2016-04,3,56,Tráfico de drogas
SAO BRAZ,2016-04,14,234,Tráfico de drogas
BOA VISTA,2016-04,8,97,Estelionato
JARDIM SOCIAL,2016-04,32,400,Furto/Roubo
CENTRO CIVICO,2016-04,3,42,Estelionato
SAO JOAO,2016-04,3,37,Tráfico de drogas
PILARZINHO,2016-04,1,16,Tráfico de drogas
SANTA CANDIDA,2016-04,1,9,Tráfico de drogas
BATEL,2016-04,2,32,Violência Doméstica
CACHOEIRA,2016-04,8,76,Violência Doméstica
ABRANCHES,2016-04,36,472,Furto/Roubo
BACACHERI,2016-04,12,170,Violência Doméstica
NOVO MUNDO,2016-04,175,2202,Furto/Roubo
UMBARA,2016-04,1,3,Tráfico de drogas
UMBARA,2016-04,2,26,Estelionato
TATUQUARA,2016-04,10,120,Estelionato
LINDOIA,2016-04,18,213,Furto/Roubo
TARUMA,2016-04,3,46,Violência Doméstica
XAXIM,2016-04,2,12,Tráfico de drogas
JARDIM BOTANICO,2016-04,107,1414,Furto/Roubo
VISTA ALEGRE,2016-04,1,9,Estelionato
SAO FRANCISCO,2016-04,6,78,Tráfico de drogas
CAJURU,2016-04,86,1251,Violência Doméstica
BOM RETIRO,2016-04,14,126,Violência Doméstica
AUGUSTA,2016-04,3,56,Violência Doméstica
HUGO LANGE,2016-04,1,11,Estelionato
ORLEANS,2016-04,1,1,Tráfico de drogas
SANTA FELICIDADE,2016-04,10,159,Tráfico de drogas
AGUA VERDE,2016-04,223,3231,Furto/Roubo
PAROLIN,2016-04,5,75,Tráfico de drogas
SAO JOAO,2016-04,2,19,Estelionato
UBERABA,2016-04,8,144,Tráfico de drogas
PINHEIRINHO,2016-04,9,140,Tráfico de drogas
PRADO VELHO,2016-04,11,114,Tráfico de drogas
SAO LOURENCO,2016-04,3,35,Estelionato
SAO BRAZ,2016-04,5,60,Estelionato
MERCES,2016-04,112,1447,Furto/Roubo
BATEL,2016-04,8,87,Estelionato
CENTRO,2016-04,86,852,Estelionato
VILA IZABEL,2016-04,3,41,Violência Doméstica
BARREIRINHA,2016-04,4,60,Estelionato
UBERABA,2016-04,12,134,Estelionato
PORTAO,2016-04,4,35,Tráfico de drogas
HAUER,2016-04,13,121,Estelionato
SANTA CANDIDA,2016-04,31,433,Violência Doméstica
CABRAL,2016-04,5,52,Violência Doméstica
BOQUEIRAO,2016-04,44,615,Violência Doméstica
SANTO INACIO,2016-04,9,138,Violência Doméstica
BUTIATUVINHA,2016-04,7,84,Violência Doméstica
BOQUEIRAO,2016-04,25,247,Estelionato
JARDIM DAS AMERICAS,2016-04,77,1114,Furto/Roubo
REBOUCAS,2016-04,5,48,Tráfico de drogas
XAXIM,2016-04,20,227,Estelionato
BAIRRO ALTO,2016-04,41,491,Violência Doméstica
CAXIMBA,2016-04,3,51,Furto/Roubo
TINGUI,2016-04,9,124,Violência Doméstica
SITIO CERCADO,2016-04,19,309,Tráfico de drogas
BARREIRINHA,2016-04,14,206,Violência Doméstica
SEMINARIO,2016-04,5,74,Estelionato
TINGUI,2016-04,1,9,Estelionato
VISTA ALEGRE,2016-04,5,73,Violência Doméstica
SANTA QUITERIA,2016-04,2,23,Estelionato
FANNY,2016-04,2,30,Estelionato
SANTA FELICIDADE,2016-04,9,102,Estelionato
LAMENHA PEQUENA,2016-04,2,28,Furto/Roubo
ORLEANS,2016-04,9,118,Furto/Roubo
ALTO DA RUA XV,2016-04,2,34,Violência Doméstica
ABRANCHES,2016-04,11,113,Violência Doméstica
AHU,2016-04,3,27,Violência Doméstica
LINDOIA,2016-04,1,19,Tráfico de drogas
BOA VISTA,2016-04,16,222,Violência Doméstica
JARDIM SOCIAL,2016-04,1,14,Tráfico de drogas
CAMPO COMPRIDO,2016-04,22,260,Violência Doméstica
ALTO BOQUEIRAO,2016-04,7,88,Estelionato
JUVEVE,2016-04,48,705,Furto/Roubo
ALTO BOQUEIRAO,2016-04,76,944,Furto/Roubo
ALTO BOQUEIRAO,2016-04,24,325,Violência Doméstica
BIGORRILHO,2016-04,7,114,Violência Doméstica
TARUMA,2016-04,4,49,Estelionato
SANTO INACIO,2016-04,6,61,Tráfico de drogas
BIGORRILHO,2016-04,10,91,Estelionato
VILA IZABEL,2016-04,7,96,Estelionato
CENTRO CIVICO,2016-04,76,1055,Furto/Roubo
CASCATINHA,2016-04,1,14,Furto/Roubo
BOM RETIRO,2016-04,4,44,Estelionato
FANNY,2016-04,34,501,Furto/Roubo
SITIO CERCADO,2016-04,22,263,Estelionato
CIC,2016-04,144,1960,Furto/Roubo
TATUQUARA,2016-04,9,136,Tráfico de drogas
NOVO MUNDO,2016-04,3,48,Tráfico de drogas
XAXIM,2016-04,33,466,Violência Doméstica
ATUBA,2016-04,7,85,Violência Doméstica
MOSSUNGUE,2016-04,36,528,Furto/Roubo
AGUA VERDE,2016-04,12,164,Violência Doméstica
SAO FRANCISCO,2016-04,1,10,Estelionato
SANTA QUITERIA,2016-04,10,145,Violência Doméstica
SANTA FELICIDADE,2016-04,23,282,Violência Doméstica
CAMPINA DO SIQUEIRA,2016-04,2,20,Violência Doméstica
NAO DEFINIDO,2016-04,59,712,Furto/Roubo
SANTA QUITERIA,2016-04,3,62,Tráfico de drogas
MOSSUNGUE,2016-04,1,7,Tráfico de drogas
AHU,2016-04,49,678,Furto/Roubo
JARDIM BOTANICO,2016-04,2,20,Estelionato
CAMPO COMPRIDO,2016-05,9,97,Estelionato
TINGUI,2016-05,3,20,Violência Doméstica
JARDIM SOCIAL,2016-05,1,23,Violência Doméstica
ALTO BOQUEIRAO,2016-05,2,31,Tráfico de drogas
UMBARA,2016-05,44,548,Furto/Roubo
XAXIM,2016-05,174,2269,Furto/Roubo
NOVO MUNDO,2016-05,11,139,Estelionato
RIVIERA,2016-05,1,14,Furto/Roubo
CAXIMBA,2016-05,4,46,Furto/Roubo
SITIO CERCADO,2016-05,79,1188,Violência Doméstica
SAO JOAO,2016-05,2,19,Estelionato
BATEL,2016-05,124,1518,Furto/Roubo
BIGORRILHO,2016-05,4,60,Violência Doméstica
SANTA QUITERIA,2016-05,21,242,Violência Doméstica
